LLM,Attack,Aggressive,FNR,FPR
gpt-4o-2024-08-06,naive,No,0.0,0.1
gpt-4o-2024-08-06,combined attack,No,0.0,0.0
gpt-4o-2024-08-06,combined attack,No,0.0,0.0
gpt-4o-2024-08-06,naive,No,0.0,0.09
